business_name	business_address	business_city	business_state	business_postal_code	business_latitude	business_longitude	business_phone_number	inspection_id	inspection_date	inspection_score	inspection_type	violation_id	violation_description	risk_category
China North Dumpling	1315 Noriega St	San Francisco	CA	94122				91561_20170808	2017-08-08	77.0	Routine - Unscheduled	91561_20170808_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Las Brisas	3137 MISSION St	San Francisco	CA	94110	37.747173	-122.418804		69324_20150901	2017-09-01	87.0	Routine - Unscheduled	69324_20150901_103142	Unclean nonfood contact surfaces	Low Risk
Chomp Station	428 11th St	San Francisco	CA	94103			+14155818520	84065_20160901	2017-09-01	87.0	Routine - Unscheduled	84065_20160901_103127	Noncompliance with HAACP plan or variance	Moderate Risk
CAFE MARS	798 BRANNAN St	San Francisco	CA	94103	37.773174	-122.40311		2580_20150622	2017-06-22	84.0	Routine - Unscheduled	2580_20150622_103120	Moderate risk food holding temperature	Moderate Risk
7-ELEVEN STORE 2230-23342E	3080 SAN JOSE Ave	San Francisco	CA	94112	37.709683	-122.457571	+14150999200	4859_20170308	2017-03-08	90.0	Routine - Unscheduled	4859_20170308_103154	Unclean or degraded floors walls or ceilings	Low Risk
New Lien Hing	400 Clement St	San Francisco	CA	94118	37.783008	-122.463562		63084_20170424	2017-04-24	80.0	Routine - Unscheduled	63084_20170424_103109	Unclean or unsanitary food contact surfaces	High Risk
Inay - Metreon SF	135 04th St FC-10	San Francisco	CA	94103	37.784103	-122.403669		69520_20160919	2017-09-19	89.0	Routine - Unscheduled	69520_20160919_103102	Unclean hands or improper use of gloves	High Risk
Loving Cup	2356 Polk St	San Francisco	CA	94109	37.798587	-122.422257		39586_20160514	2017-05-14	87.0	Routine - Unscheduled	39586_20160514_103150	Improper or defective plumbing	Low Risk
Sushi Avenue Inc	1515 Sloat Blvd	San Francisco	CA	94132			+14151297000	68974_20151006	2017-10-06	92.0	Routine - Unscheduled	68974_20151006_103120	Moderate risk food holding temperature	Moderate Risk
Lale	731 Irving St	San Francisco	CA	94122			+14155314980	81135_20180302	2017-03-02	90.0	Routine - Unscheduled	81135_20180302_103154	Unclean or degraded floors walls or ceilings	Low Risk
San Francisco Hometown Creamery	1290 9th Ave	San Francisco	CA	94122			+14151407802	82337_20150702	2017-07-02		New Ownership			
Jane	2123 Fillmore St	San Francisco	CA	94115	37.789404	-122.433954		64835_20161205	2017-12-05		Reinspection/Followup			
TAQUERIA EL FAROLITO #3	2950 24th St	San Francisco	CA	94110	37.752728	-122.411122		2427_20170710	2017-07-10	87.0	Routine - Unscheduled	2427_20170710_103109	Unclean or unsanitary food contact surfaces	High Risk
HAMANO SUSHI	1332 CASTRO St	San Francisco	CA	94114	37.750778	-122.434065	+14155820825	2750_20160601	2017-06-01	92.0	Routine - Unscheduled	2750_20160601_103139	Improper food storage	Low Risk
Cafe New Honolulu	888 Stockton St	San Francisco	CA	94108				82123_20171214	2017-12-14		Reinspection/Followup			
San Francisco Soup Company	580 California St	San Francisco	CA	94104	37.792748	-122.404084		59065_20160607	2017-06-07	83.0	Routine - Unscheduled	59065_20160607_103133	Foods not protected from contamination	Moderate Risk
CAFE MADELEINE	149 NEW MONTGOMERY STREET	San Francisco	CA	94105	37.786803	-122.399681		13623_20160810	2017-08-10	87.0	Routine - Unscheduled	13623_20160810_103109	Unclean or unsanitary food contact surfaces	High Risk
The Crepe Cafe	333 Jefferson St	San Francisco	CA	94133			+14155786777	90710_20180202	2017-02-02	88.0	Routine - Unscheduled	90710_20180202_103120	Moderate risk food holding temperature	Moderate Risk
Martha & Brothers Coffee Co	3868 24th St	San Francisco	CA	94114			+14155644433	87778_20161011	2017-10-11		Reinspection/Followup	87778_20161011_103150	Improper or defective plumbing	Low Risk
Pete's Deli & Cafe	1661 Divisadero St	San Francisco	CA	94115	37.785124	-122.439874		1777_20150330	2017-03-30	81.0	Routine - Unscheduled	1777_20150330_103154	Unclean or degraded floors walls or ceilings	Low Risk
Kitchen Story Cafe	3499 16th St	San Francisco	CA	94114			+14155939663	70184_20151223	2017-12-23	66.0	Routine - Unscheduled	70184_20151223_103103	High risk food holding temperature	High Risk
Pier 2620 Hotel Fisherman's Wharf	2620 Jones St 3rd Flr.	San Francisco	CA	94133			+14155265860	78555_20161221	2017-12-21	100.0	Routine - Unscheduled			
Joy's Place	611 Post St	San Francisco	CA	94109				71312_20170714	2017-07-14	100.0	Routine - Unscheduled			
Treasure Island Bar & Grill	60 Clipper Cove Way Treasure Island	San Francisco	CA	94130	37.816422	-122.370584		60349_20150617	2017-06-17	87.0	Routine - Unscheduled	60349_20150617_103133	Foods not protected from contamination	Moderate Risk
ELIZA'S RESTAURANT	2877 CALIFORNIA St	San Francisco	CA	94115	37.787884	-122.441657		2866_20171212	2017-12-12	85.0	Routine - Unscheduled	2866_20171212_103109	Unclean or unsanitary food contact surfaces	High Risk
Hang Seng Meat Market	834 Jackson St	San Francisco	CA	94133	37.795788	-122.408834		6965_20170815	2017-08-15		Reinspection/Followup			
PHILIPPINE DELICACIES	5609 MISSION St	San Francisco	CA	94112	37.711286	-122.446607		1796_20171114	2017-11-14	80.0	Routine - Unscheduled	1796_20171114_103133	Foods not protected from contamination	Moderate Risk
TAQUERIA EL FAROLITO #3	2950 24th St	San Francisco	CA	94110	37.752728	-122.411122		2427_20160119	2017-01-19	88.0	Routine - Unscheduled	2427_20160119_103154	Unclean or degraded floors walls or ceilings	Low Risk
Centro Latino de SF at the Star Hotel	2176 Mission St.	San Francisco	CA	94110				93492_20171215	2017-12-15		New Ownership - Followup			
On Lok	225 30th St	San Francisco	CA	94131	37.742129	-122.425006	+14155644359	11610_20161227	2017-12-27	90.0	Routine - Unscheduled	11610_20161227_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Crazy Pepper	2257 San Jose Ave	San Francisco	CA	94112			+14155738687	81667_20160901	2017-09-01	55.0	Routine - Unscheduled	81667_20160901_103114	High risk vermin infestation	High Risk
Lotus Garden Vietnamese Cuisine	3216 Mission St	San Francisco	CA	94110	37.745188	-122.420187		18815_20170628	2017-06-28	94.0	Routine - Unscheduled	18815_20170628_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Batter Up	428 11th St	San Francisco	CA	94103			+14155695605	74229_20160810	2017-08-10		New Construction			
CHATZ	301 ARKANSAS St	San Francisco	CA	94107	37.762334	-122.398416		424_20171113	2017-11-13		Reinspection/Followup			
Babu Ji San Francisco	280 Valencia St	San Francisco	CA	94103				89592_20161107	2017-11-07		New Ownership			
KATIA'S	600 05th Ave	San Francisco	CA	94118	37.77721	-122.462874	+14155669292	557_20160629	2017-06-29	85.0	Routine - Unscheduled	557_20160629_103147	Inadequate ventilation or lighting	Low Risk
Los Reyes	2101 Geneva Ave	San Francisco	CA	94134				75217_20160831	2017-08-31	81.0	Routine - Unscheduled	75217_20160831_103154	Unclean or degraded floors walls or ceilings	Low Risk
Lush Gelato	1817 Polk St	San Francisco	CA	94109				79069_20160708	2017-07-08	92.0	Routine - Unscheduled	79069_20160708_103165	No plan review or Building Permit	Low Risk
Miss Saigon LLC	100 06th St	San Francisco	CA	94103				74084_20170615	2017-06-15	77.0	Routine - Unscheduled	74084_20170615_103133	Foods not protected from contamination	Moderate Risk
Wok In Chinese American Food	50 MENDELL St 6	San Francisco	CA	94124	37.743419	-122.383536		36022_20170223	2017-02-23		Complaint	36022_20170223_103102	Unclean hands or improper use of gloves	High Risk
Lers Ros Thai Noodle	307 Hayes St	San Francisco	CA	94102	37.777017	-122.42143		65066_20160810	2017-08-10	72.0	Routine - Unscheduled	65066_20160810_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Los Compadres Catering (Lic #5E50688)	350 02nd St	San Francisco	CA	94107				77492_20171129	2017-11-29	88.0	Routine - Unscheduled	77492_20171129_103118	Employee eating or smoking	Moderate Risk
Jacks Cannery	2801 Leavenworth St	San Francisco	CA	94133	37.807155	-122.419004		3325_20160826	2017-08-26		Reinspection/Followup	3325_20160826_103157	Food safety certificate or food handler card not available	Low Risk
Hotel Nikko San Francisco	222 Mason St 2nd Foor	San Francisco	CA	94102	37.785556	-122.409438		71510_20171026	2017-10-26	91.0	Routine - Unscheduled	71510_20171026_103150	Improper or defective plumbing	Low Risk
GORDO TAQUERIA #6	5450 GEARY Blvd	San Francisco	CA	94121	37.780517	-122.477804		1318_20160712	2017-07-12	81.0	Routine - Unscheduled	1318_20160712_103157	Food safety certificate or food handler card not available	Low Risk
Mi Pueblito Market	2765 Mission St	San Francisco	CA	94110	37.752813	-122.418496		63940_20170202	2017-02-02	88.0	Routine - Unscheduled	63940_20170202_103157	Food safety certificate or food handler card not available	Low Risk
Peet's Coffee & Tea	2080 Chestnut St	San Francisco	CA	94123			+14155632393	77580_20151023	2017-10-23	90.0	Routine - Unscheduled	77580_20151023_103156	Permit license or inspection report not posted	Low Risk
Barrel Head Brewhouse	1785 Fulton St	San Francisco	CA	94117			+14155303441	74168_20150825	2017-08-25	87.0	Routine - Unscheduled	74168_20150825_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Mission's Kitchen	2738 Mission St	San Francisco	CA	94110			+14155641577	68390_20180313	2017-03-13		Complaint	68390_20180313_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Mikado Sushi Inc.	1684 Bryant St	San Francisco	CA	94103				81800_20170720	2017-07-20		Reinspection/Followup			
Alice Chinese Bistro	420 Judah St	San Francisco	CA	94122			+14155676491	83048_20170530	2017-05-30	69.0	Routine - Unscheduled	83048_20170530_103103	High risk food holding temperature	High Risk
Java House LLC	PIER 40	San Francisco	CA	94107				66522_20150427	2017-04-27	75.0	Routine - Unscheduled	66522_20150427_103148	No thermometers or uncalibrated thermometers	Low Risk
Foxtail Catering & Events	2565 03rd St Unit#310	San Francisco	CA	94107				74245_20151103	2017-11-03		Reinspection/Followup			
Nijiya Market	1737 Post St 333	San Francisco	CA	94115	37.785457	-122.430317		10235_20151118	2017-11-18	87.0	Routine - Unscheduled	10235_20151118_103104	Unauthorized or unsafe use of time as a public health control measure	High Risk
Morning Brew Cafe	401 Sansome St	San Francisco	CA	94111	37.794024	-122.401299		10083_20170905	2017-09-05	81.0	Routine - Unscheduled	10083_20170905_103138	Improper storage use or identification of toxic substances	Low Risk
New Luen Sing Fish Market	1207 Stockton St	San Francisco	CA	94133	37.796973	-122.408504		58673_20161019	2017-10-19		Reinspection/Followup			
TAIWAN RESTAURANT	445 CLEMENT St	San Francisco	CA	94118	37.782933	-122.464089		2263_20170425	2017-04-25	68.0	Routine - Unscheduled	2263_20170425_103144	Unapproved or unmaintained equipment or utensils	Low Risk
Jamba Juice	170 O'Farrell St	San Francisco	CA	94102			+14155415924	88878_20171201	2017-12-01	96.0	Routine - Unscheduled	88878_20171201_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
A2 CAFE	450 IRWIN St	San Francisco	CA	94107	37.767224	-122.399039		1482_20170208	2017-02-08	74.0	Routine - Unscheduled	1482_20170208_103120	Moderate risk food holding temperature	Moderate Risk
Chairman Truck	428 11th St	San Francisco	CA	94103				75649_20170810	2017-08-10	94.0	Routine - Unscheduled	75649_20170810_103156	Permit license or inspection report not posted	Low Risk
95102 Portable Edsel FordFong Cart	24 Willie Mays Pl Promenade Lvl, Sect 117	San Francisco	CA	94107				95102_20180309	2017-03-09		New Ownership			
Cafe Pellegrini	659 Columbus Ave	San Francisco	CA	94133	37.800851	-122.411062		62362_20160909	2017-09-09	96.0	Routine - Unscheduled	62362_20160909_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
City Beer Store	1168 Folsom St 101	San Francisco	CA	94103	37.775554	-122.409399		59717_20160822	2017-08-22	94.0	Routine - Unscheduled	59717_20160822_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
Hornblower Cruises & Events/SF Belle	Pier 3	San Francisco	CA	94111	37.797473	-122.39592	+14155948305	4108_20170111	2017-01-11	92.0	Routine - Unscheduled	4108_20170111_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
The Dorian	2001 Chestnut St	San Francisco	CA	94123				84619_20150901	2017-09-01		New Construction			
Foothill Market	3004 San Bruno Ave.	San Francisco	CA	94134				92382_20171120	2017-11-20	89.0	Routine - Unscheduled	92382_20171120_103149	Wiping cloths not clean or properly stored or inadequate sanitizer	Low Risk
Martha & Brothers Coffee Co	3868 24th St	San Francisco	CA	94114			+14155644433	87778_20161011	2017-10-11		Reinspection/Followup	87778_20161011_103120	Moderate risk food holding temperature	Moderate Risk
Smitten Ice Cream	2404 California St	San Francisco	CA	94115				82945_20170208	2017-02-08		Reinspection/Followup			
Wise Sons Delicatessen	1520 Fillmore St	San Francisco	CA	94115				83804_20161128	2017-11-28		Reinspection/Followup			
GCAFE	44 Tehama St	San Francisco	CA	94105				83125_20160803	2017-08-03		Non-inspection site visit			
Bun Mee	650 Market St	San Francisco	CA	94104				76401_20170103	2017-01-03	83.0	Routine - Unscheduled	76401_20170103_103102	Unclean hands or improper use of gloves	High Risk
Fumi Curry	3303 Mission St	San Francisco	CA	94110			+14155601611	81302_20160609	2017-06-09	92.0	Routine - Unscheduled	81302_20160609_103139	Improper food storage	Low Risk
Lite Bite	1956 Lombard St	San Francisco	CA	94123	37.800158	-122.433794		67359_20180327	2017-03-27	90.0	Routine - Unscheduled	67359_20180327_103142	Unclean nonfood contact surfaces	Low Risk
Buttermilk Southern Kitchen	2848 23rd St	San Francisco	CA	94110				79632_20171025	2017-10-25	74.0	Routine - Unscheduled	79632_20171025_103120	Moderate risk food holding temperature	Moderate Risk
Safeway Stores Inc #711	15 MARINA BL	San Francisco	CA	94123	37.805073	-122.433106	+14155564946	4957_20150708	2017-07-08	88.0	Routine - Unscheduled	4957_20150708_103154	Unclean or degraded floors walls or ceilings	Low Risk
Ladle & Leaf	1 Market St.	San Francisco	CA	94105				91448_20180112	2017-01-12	96.0	Routine - Unscheduled	91448_20180112_103157	Food safety certificate or food handler card not available	Low Risk
Sushi Raw #3	682 Haight St	San Francisco	CA	94117	37.771782	-122.433435		61206_20150409	2017-04-09	75.0	Routine - Unscheduled	61206_20150409_103131	Moderate risk vermin infestation	Moderate Risk
7-Eleven #2366-34977	527 Sutter St	San Francisco	CA	94102	37.789118	-122.409048		67063_20161102	2017-11-02		Reinspection/Followup			
KIRIN RESTAURANT	6135 GEARY Blvd	San Francisco	CA	94121	37.779962	-122.485087		3951_20170920	2017-09-20		Complaint	3951_20170920_103133	Foods not protected from contamination	Moderate Risk
Simply Delish LLC	5668 03rd St	San Francisco	CA	94124				79750_20170217	2017-02-17	100.0	Routine - Unscheduled			
TURK & LARKIN DELI	476 TURK St	San Francisco	CA	94102	37.782458	-122.416873	+14155776889	3038_20160620	2017-06-20	73.0	Routine - Unscheduled	3038_20160620_103154	Unclean or degraded floors walls or ceilings	Low Risk
L'a Poke	314 Church St	San Francisco	CA	94114			+14155246016	86910_20170830	2017-08-30		Reinspection/Followup			
China House Jumbo Seafood Restaurant	2237 Powell Street	San Francisco	CA	94133	37.805514	-122.411914		37389_20150915	2017-09-15	80.0	Routine - Unscheduled	37389_20150915_103133	Foods not protected from contamination	Moderate Risk
Tpumps Inc	1916 Irving St	San Francisco	CA	94122				90826_20170406	2017-04-06		Reinspection/Followup			
Nan king Road Bistro	1360 9th Ave	San Francisco	CA	94122			+14155752900	87492_20161222	2017-12-22		Non-inspection site visit			
Starbucks Coffee	565 Clay St	San Francisco	CA	94111	37.794703	-122.402687		3503_20161109	2017-11-09	100.0	Routine - Unscheduled			
Rock Japanese Cuisine	614 Pine St	San Francisco	CA	94108			+14155602066	80763_20160202	2017-02-02	68.0	Routine - Unscheduled	80763_20160202_103124	Inadequately cleaned or sanitized food contact surfaces	Moderate Risk
Hawaii West	729 Vallejo St	San Francisco	CA	94133	37.798494	-122.409337		438_20160321	2017-03-21	90.0	Routine - Unscheduled	438_20160321_103156	Permit license or inspection report not posted	Low Risk
SUNSET SUPERMARKET	2425 IRVING St	San Francisco	CA	94122	37.763221	-122.483832		5090_20161003	2017-10-03	82.0	Routine - Unscheduled	5090_20161003_103131	Moderate risk vermin infestation	Moderate Risk
Potrero Shell	2890 03rd St	San Francisco	CA	94107	37.752974	-122.38796		62780_20170106	2017-01-06	90.0	Routine - Unscheduled	62780_20170106_103119	Inadequate and inaccessible handwashing facilities	Moderate Risk
CHARLIE'S DELI CAFE	3202 FOLSOM St	San Francisco	CA	94110	37.747114	-122.413641		45_20160614	2017-06-14	84.0	Routine - Unscheduled	45_20160614_103154	Unclean or degraded floors walls or ceilings	Low Risk
Starbucks Coffee	555 California St	San Francisco	CA	94104	37.792773	-122.403567		1127_20171004	2017-10-04	96.0	Routine - Unscheduled	1127_20171004_103154	Unclean or degraded floors walls or ceilings	Low Risk
Chez Julien	100 Bush St #110	San Francisco	CA	94102			+14155391816	79667_20170815	2017-08-15	80.0	Routine - Unscheduled	79667_20170815_103139	Improper food storage	Low Risk
Wok And Go	2700 24th St	San Francisco	CA	94110	37.752988	-122.406682		65348_20160210	2017-02-10	76.0	Routine - Unscheduled	65348_20160210_103102	Unclean hands or improper use of gloves	High Risk
PEKING WOK RESTAURANT	4920 03rd St	San Francisco	CA	94124	37.733891	-122.391183		935_20151023	2017-10-23		Reinspection/Followup			
Parkside Quickly	1050 TARAVAL St	San Francisco	CA	94116	37.742989	-122.477662		59407_20160926	2017-09-26	86.0	Routine - Unscheduled	59407_20160926_103154	Unclean or degraded floors walls or ceilings	Low Risk
